|Unnamed: 0|year|player|year_on_ballot|votes|votes_pct|hof_monitor|hof_standard|experience|WAR_career|WAR_peak7|JAWS|JAWS_pos|G|AB|R|H|HR|RBI|SB|BB|batting_avg|onbase_perc|slugging_perc|onbase_plus_slugging|onbase_plus_slugging_plus|W|L|earned_run_avg|earned_run_avg_plus|whip|G_p|GS|SV|IP|H_p|HR_p|BB_p|SO_p|pos_summary|player_old
184|184|1938|Charles Bender|3rd|33|12.6%|119.0|51.0|16.0|48.0|33.6|40.8|61.4|507.0|1147.0|102.0|243.0|6.0|116.0|20.0|75.0|0.212|0.266|0.28|0.546|66.0|212.0|127.0|2.46|112.0|1.113|459.0|334.0|34.0|3017.0|2645.0|40.0|712.0|1711.0|*1H/38745|Charles Bender HOF
185|185|1938|Home Run Baker|3rd|32|12.2%|81.0|33.0|13.0|62.8|46.8|54.8|55.7|1575.0|5984.0|887.0|1838.0|96.0|991.0|235.0|473.0|0.307|0.363|0.442|0.805|135.0||||||||| |||||*5H|Home Run Baker HOF
186|186|1938|Johnny Kling|3rd|26|9.9%|25.0|23.0|13.0|29.1|25.8|27.4|44.2|1261.0|4246.0|475.0|1154.0|20.0|514.0|124.0|281.0|0.272|0.319|0.357|0.676|100.0||||||||| |||||*2H/937856|Johnny Kling
187|187|1938|Hugh Duffy|2nd|24|9.2%|155.0|55.0|17.0|43.1|30.9|37.0|58.1|1737.0|7044.0|1554.0|2293.0|106.0|1302.0|574.0|664.0|0.326|0.386|0.451|0.837|123.0||||||||| |||||*O8/674H5932|Hugh Duffy HOF
188|188|1938|Hughie Jennings|2nd|23|8.8%|88.0|35.0|18.0|42.3|39.0|40.7|55.4|1284.0|4895.0|992.0|1526.0|18.0|840.0|359.0|347.0|0.312|0.391|0.406|0.797|118.0||||||||| |||||*6*34/OH597|Hughie Jennings HOF
189|189|1938|Addie Joss|2nd|18|6.9%|89.0|47.0|9.0|45.4|39.7|42.5|61.4|296.0|817.0|46.0|118.0|1.0|51.0|10.0|54.0|0.144|0.198|0.188|0.387|20.0|160.0|97.0|1.89|143.0|0.968|286.0|260.0|5.0|2327.0|1888.0|19.0|364.0|920.0|1/385H|Addie Joss HOF
190|190|1938|Wilbert Robinson|2nd|17|6.5%|25.0|24.0|17.0|6.7|7.9|7.3|44.2|1371.0|5075.0|637.0|1388.0|18.0|722.0|196.0|286.0|0.273|0.316|0.346|0.662|83.0||||||||| |||||*23/OH|Wilbert Robinson HOF
191|191|1938|Joe Tinker|2nd|16|6.1%|25.0|20.0|15.0|53.2|32.9|43.1|55.4|1806.0|6441.0|774.0|1690.0|31.0|785.0|336.0|416.0|0.262|0.308|0.353|0.661|96.0||||||||| |||||*65/H49|Joe Tinker HOF
192|192|1938|Harry Heilmann|2nd|14|5.3%|192.0|57.0|17.0|72.5|47.4|60.0|56.7|2147.0|7787.0|1291.0|2660.0|183.0|1543.0|113.0|856.0|0.342|0.41|0.52|0.93|148.0||||||||| |||||*9*3H8/47|Harry Heilmann HOF
193|193|1938|Nap Rucker|3rd|12|4.6%|40.0|23.0|10.0|47.2|44.7|45.9|61.4|336.0|805.0|44.0|157.0|1.0|44.0|2.0|22.0|0.195|0.216|0.226|0.443|33.0|134.0|134.0|2.42|119.0|1.175|336.0|274.0|14.0|2375.1|2089.0|41.0|701.0|1217.0|*1|Nap Rucker
194|194|1938|Babe Adams|2nd|11|4.2%|72.0|39.0|19.0|52.7|41.5|47.1|61.4|482.0|1019.0|79.0|216.0|3.0|75.0|1.0|53.0|0.212|0.252|0.281|0.532|50.0|194.0|140.0|2.76|118.0|1.092|482.0|354.0|16.0|2995.1|2841.0|67.0|430.0|1036.0|*1|Babe Adams
195|195|1938|Sam Crawford|3rd|11|4.2%|119.0|53.0|19.0|75.3|39.7|57.5|56.7|2517.0|9570.0|1391.0|2961.0|97.0|1523.0|367.0|760.0|0.309|0.362|0.452|0.814|144.0||||||||| |||||*O*9*83H7|Sam Crawford HOF
196|196|1938|Lou Criger|3rd|11|4.2%|11.0|20.0|16.0|16.1|13.6|14.9|44.2|1012.0|3202.0|337.0|709.0|11.0|342.0|58.0|309.0|0.221|0.295|0.29|0.584|72.0||||||||| |||||*2/3H57|Lou Criger
197|197|1938|Clark Griffith|2nd|10|3.8%|91.0|39.0|21.0|63.8|49.3|56.5|61.4|485.0|1380.0|202.0|321.0|8.0|166.0|22.0|166.0|0.233|0.318|0.31|0.628|70.0|237.0|146.0|3.31|121.0|1.313|453.0|372.0|8.0|3385.2|3670.0|76.0|774.0|955.0|*1/OH6793458|Clark Griffith HOF
198|198|1938|Rube Marquard|3rd|10|3.8%|84.0|31.0|18.0|32.4|30.1|31.3|61.4|536.0|1107.0|63.0|198.0|1.0|66.0|6.0|33.0|0.179|0.207|0.202|0.41|17.0|201.0|177.0|3.08|103.0|1.237|536.0|408.0|20.0|3306.2|3233.0|107.0|858.0|1593.0|*1|Rube Marquard HOF
199|199|1938|Dazzy Vance|3rd|10|3.8%|89.0|35.0|16.0|60.3|49.6|54.9|61.4|442.0|971.0|68.0|146.0|7.0|75.0|1.0|79.0|0.15|0.219|0.198|0.417|10.0|197.0|140.0|3.24|125.0|1.23|442.0|349.0|12.0|2966.2|2809.0|132.0|840.0|2045.0|*1/H|Dazzy Vance HOF
200|200|1938|Edd Roush|3rd|9|3.4%|74.0|36.0|18.0|45.6|31.7|38.7|58.1|1967.0|7363.0|1099.0|2376.0|68.0|981.0|268.0|484.0|0.323|0.369|0.446|0.815|126.0||||||||| |||||*8H7/394|Edd Roush HOF
201|201|1938|Hank Gowdy|2nd|8|3.1%|6.0|25.0|17.0|23.8|18.3|21.0|44.2|1050.0|2735.0|270.0|738.0|21.0|321.0|59.0|311.0|0.27|0.351|0.358|0.709|104.0||||||||| |||||*2H3|Hank Gowdy
202|202|1938|Amos Rusie|2nd|8|3.1%|187.0|42.0|10.0|65.8|63.3|64.6|61.4|487.0|1730.0|209.0|429.0|8.0|176.0|25.0|27.0|0.248|0.262|0.32|0.582|62.0|246.0|174.0|3.07|129.0|1.349|463.0|427.0|5.0|3778.2|3389.0|75.0|1707.0|1950.0|*1/O3|Amos Rusie HOF
203|203|1938|Fred Tenney|2nd|8|3.1%|37.0|25.0|17.0|44.0|28.7|36.4|53.8|1994.0|7595.0|1278.0|2231.0|22.0|688.0|285.0|874.0|0.294|0.371|0.358|0.73|110.0|0.0|0.0|4.5|86.0|3.0|1.0|0.0|0.0|2.0|5.0|0.0|1.0|0.0|*3O2/H981|Fred Tenney
204|204|1938|Nick Altrock|2nd|7|2.7%|31.0|18.0|19.0|9.2|11.1|10.1|61.4|230.0|550.0|52.0|97.0|2.0|27.0|5.0|29.0|0.176|0.232|0.207|0.439|40.0|83.0|75.0|2.67|96.0|1.141|218.0|161.0|7.0|1514.0|1455.0|16.0|272.0|425.0|1/3H97|Nick Altrock
205|205|1938|Jimmy Archer|2nd|7|2.7%|0.0|1.0|12.0|10.3|9.9|10.1|44.2|847.0|2646.0|247.0|660.0|16.0|299.0|36.0|124.0|0.249|0.288|0.333|0.621|80.0||||||||| |||||*23H/457|Jimmy Archer
206|206|1938|Earle Combs|2nd|7|2.7%|103.0|37.0|12.0|44.7|35.9|40.3|58.1|1455.0|5746.0|1186.0|1866.0|58.0|633.0|98.0|670.0|0.325|0.397|0.462|0.859|125.0||||||||| |||||*87H9|Earle Combs HOF
207|207|1938|Bill Terry|2nd|7|2.7%|169.0|42.0|14.0|56.5|43.3|49.9|53.8|1721.0|6428.0|1120.0|2193.0|154.0|1078.0|56.0|537.0|0.341|0.393|0.506|0.899|136.0||||||||| |||||*3H/97|Bill Terry HOF
208|208|1938|Bobby Wallace|2nd|7|2.7%|30.0|30.0|25.0|70.3|41.9|56.1|55.4|2383.0|8618.0|1057.0|2309.0|34.0|1121.0|201.0|774.0|0.268|0.332|0.358|0.69|105.0|24.0|22.0|3.87|125.0|1.555|57.0|48.0|1.0|402.0|469.0|6.0|156.0|120.0|*6*514/HO39|Bobby Wallace HOF
209|209|1938|Zack Wheat|2nd|7|2.7%|99.0|48.0|19.0|60.5|34.8|47.7|53.4|2410.0|9106.0|1289.0|2884.0|132.0|1248.0|205.0|650.0|0.317|0.367|0.45|0.817|129.0||||||||| |||||*7H/89|Zack Wheat HOF
210|210|1938|Max Carey|2nd|6|2.3%|79.0|36.0|20.0|55.3|33.5|44.4|58.1|2476.0|9363.0|1545.0|2665.0|70.0|802.0|738.0|1040.0|0.285|0.361|0.386|0.747|108.0||||||||| |||||*8*79H|Max Carey HOF
211|211|1938|Smoky Joe Wood|2nd|6|2.3%|68.0|39.0|14.0|40.1|34.4|37.3|61.4|697.0|1952.0|266.0|553.0|23.0|325.0|23.0|208.0|0.283|0.357|0.411|0.768|110.0|117.0|57.0|2.03|146.0|1.087|225.0|158.0|10.0|1434.1|1138.0|10.0|421.0|989.0|917H/843|Smoky Joe Wood
