|player|hof_monitor|hof_standard|experience|WAR_career|WAR_peak7|JAWS|JAWS_pos|G|AB|R|H|HR|RBI|SB|BB|batting_avg|onbase_perc|slugging_perc|onbase_plus_slugging|onbase_plus_slugging_plus|W|L|earned_run_avg|earned_run_avg_plus|whip|G_p|GS|SV|IP|H_p|HR_p|BB_p|SO_p|pos_summary|is_in_hof|years_on_ballot
707|Jim Barr|5.0|10.0|12.0|30.7|29.0|29.8|61.4|421.0|513.0|28.0|83.0|1.0|31.0|2.0|15.0|0.162|0.191|0.205|0.396|10.0|101.0|112.0|3.56|105.0|1.278|454.0|252.0|12.0|2065.1|2170.0|161.0|469.0|741.0|*1/H|False|1
708|Jim Palmer|193.0|56.0|19.0|68.5|47.4|58.0|61.4|222.0|489.0|52.0|85.0|3.0|41.0|1.0|16.0|0.174|0.2|0.215|0.414|18.0|268.0|152.0|2.86|125.0|1.18|558.0|521.0|4.0|3948.0|3349.0|303.0|1311.0|2212.0|*1/HD|True|1
709|Joe Morgan|172.0|56.0|22.0|100.4|59.3|79.9|57.1|2649.0|9277.0|1650.0|2517.0|268.0|1133.0|689.0|1865.0|0.271|0.392|0.427|0.819|132.0||||||||| |||||*4H/7D58|True|1
710|Tug McGraw|35.0|12.0|19.0|21.8|20.0|20.9|32.5|826.0|214.0|14.0|39.0|1.0|18.0|0.0|10.0|0.182|0.221|0.229|0.45|26.0|96.0|92.0|3.14|117.0|1.254|824.0|39.0|180.0|1514.2|1318.0|108.0|582.0|1109.0|*1/H|False|1
711|Bucky Dent|23.0|14.0|12.0|17.5|17.2|17.4|55.4|1392.0|4512.0|451.0|1114.0|40.0|423.0|17.0|328.0|0.247|0.297|0.321|0.618|74.0||||||||| |||||*6/H45D|False|1
712|Bob Watson|28.0|24.0|19.0|28.2|24.4|26.3|53.8|1832.0|6185.0|802.0|1826.0|184.0|989.0|27.0|653.0|0.295|0.364|0.447|0.811|129.0||||||||| |||||*3*7HD/29|False|1
713|Rick Monday|15.0|21.0|19.0|33.1|22.9|28.0|58.1|1986.0|6136.0|950.0|1619.0|241.0|775.0|98.0|924.0|0.264|0.361|0.443|0.804|125.0||||||||| |||||*8H973|False|1
714|Lou Piniella|21.0|14.0|18.0|12.4|16.2|14.3|53.4|1747.0|5867.0|651.0|1705.0|102.0|766.0|32.0|368.0|0.291|0.333|0.409|0.741|109.0||||||||| |||||*79HD/83|False|1
715|Mickey Rivers|35.0|16.0|15.0|32.7|27.7|30.2|58.1|1468.0|5629.0|785.0|1660.0|61.0|499.0|267.0|266.0|0.295|0.327|0.397|0.724|106.0||||||||| |||||*8HD79|False|1
716|Mike Torrez|37.0|18.0|18.0|22.9|20.7|21.8|61.4|229.0|412.0|24.0|64.0|0.0|15.0|1.0|10.0|0.155|0.179|0.18|0.359|0.0|185.0|160.0|3.96|98.0|1.45|494.0|458.0|0.0|3043.2|3043.0|223.0|1371.0|1404.0|*1/H|False|1
717|Greg Luzinski|53.0|26.0|15.0|26.2|22.4|24.3|53.4|1821.0|6505.0|880.0|1795.0|307.0|1128.0|37.0|845.0|0.276|0.363|0.478|0.84|130.0||||||||| |||||*7*DH3/9|False|1
718|Jim Bibby|21.0|9.0|12.0|19.4|19.8|19.6|61.4|159.0|209.0|15.0|31.0|5.0|17.0|0.0|13.0|0.148|0.208|0.249|0.457|25.0|111.0|101.0|3.76|99.0|1.328|340.0|239.0|8.0|1722.2|1565.0|131.0|723.0|1079.0|*1/DH|False|1
719|Jerry Remy|3.0|17.0|10.0|14.6|13.5|14.0|57.1|1154.0|4455.0|605.0|1226.0|7.0|329.0|208.0|356.0|0.275|0.327|0.328|0.656|82.0||||||||| |||||*4H/D596|False|1
720|Tony Scott|0.0|2.0|11.0|4.3|6.3|5.3|58.1|991.0|2803.0|331.0|699.0|17.0|253.0|125.0|186.0|0.249|0.297|0.327|0.625|74.0||||||||| |||||*8H79|False|1
721|Ken Singleton|39.0|30.0|15.0|41.8|33.8|37.8|56.7|2082.0|7189.0|985.0|2029.0|246.0|1065.0|21.0|1263.0|0.282|0.388|0.436|0.824|132.0||||||||| |||||*9*D7H/8|False|1
722|Paul Splittorff|24.0|16.0|15.0|22.9|18.8|20.9|61.4|64.0|121.0|12.0|22.0|0.0|4.0|0.0|7.0|0.182|0.233|0.207|0.439|30.0|166.0|143.0|3.81|101.0|1.34|429.0|392.0|1.0|2554.2|2644.0|192.0|780.0|1057.0|*1/H|False|1
723|John Stearns|12.0|6.0|11.0|19.7|19.4|19.6|44.2|810.0|2681.0|334.0|696.0|46.0|312.0|91.0|323.0|0.26|0.341|0.375|0.717|102.0||||||||| |||||*2H3/57|False|1
724|Champ Summers|0.0|10.0|11.0|3.0|4.3|3.7|56.7|698.0|1371.0|199.0|350.0|54.0|218.0|15.0|188.0|0.255|0.35|0.425|0.776|112.0||||||||| |||||*H9D73/52|False|1
725|Dick Tidrow|11.0|9.0|13.0|13.4|14.0|13.7|32.5|315.0|95.0|6.0|9.0|0.0|7.0|0.0|3.0|0.095|0.122|0.095|0.217|-37.0|100.0|94.0|3.68|102.0|1.308|620.0|138.0|55.0|1746.2|1705.0|163.0|579.0|975.0|*1|False|1
726|Amos Otis|42.0|27.0|17.0|42.8|32.5|37.7|58.1|1998.0|7299.0|1092.0|2020.0|193.0|1007.0|341.0|757.0|0.277|0.343|0.425|0.768|115.0||||||||| |||||*8H79/D5|False|1
727|Mike Caldwell|28.0|11.0|14.0|18.4|20.7|19.6|61.4|237.0|216.0|11.0|34.0|0.0|8.0|0.0|4.0|0.157|0.172|0.19|0.362|2.0|137.0|130.0|3.81|99.0|1.319|475.0|307.0|18.0|2408.2|2581.0|218.0|597.0|939.0|*1/H|False|1
728|Jose Morales|5.0|9.0|12.0|0.1|1.9|1.0|53.8|733.0|1305.0|126.0|375.0|26.0|207.0|0.0|89.0|0.287|0.332|0.408|0.741|103.0||||||||| |||||*HD32/7|False|1
729|Roy Howell|6.0|10.0|11.0|11.0|11.4|11.2|55.7|1112.0|3791.0|422.0|991.0|80.0|454.0|9.0|318.0|0.261|0.321|0.389|0.71|98.0||||||||| |||||*5DH/397|False|1
730|Rod Carew|243.0|55.0|19.0|81.2|49.8|65.5|57.1|2469.0|9315.0|1424.0|3053.0|92.0|1015.0|353.0|1018.0|0.328|0.393|0.429|0.822|131.0||||||||| |||||*3*4HD/657|True|1
731|Rollie Fingers|128.0|18.0|17.0|25.6|18.8|22.2|32.5|497.0|180.0|10.0|31.0|2.0|9.0|0.0|3.0|0.172|0.186|0.222|0.408|17.0|114.0|118.0|2.9|120.0|1.156|944.0|37.0|341.0|1701.1|1474.0|123.0|492.0|1299.0|*1/H|True|2
732|Rusty Staub|59.0|38.0|23.0|45.8|33.3|39.5|56.7|2951.0|9720.0|1189.0|2716.0|292.0|1466.0|47.0|1255.0|0.279|0.362|0.431|0.793|124.0||||||||| |||||*9*D*H*37/8|False|7
733|Al Oliver|117.0|40.0|18.0|43.7|28.1|35.9|58.1|2368.0|9049.0|1189.0|2743.0|219.0|1326.0|84.0|535.0|0.303|0.344|0.451|0.795|121.0||||||||| |||||*8*3*7DH9|False|1
734|Larry Bowa|71.0|21.0|16.0|22.8|21.5|22.1|55.4|2247.0|8418.0|987.0|2191.0|15.0|525.0|318.0|474.0|0.26|0.3|0.32|0.62|71.0||||||||| |||||*6H/4|False|1
735|Jerry Koosman|59.0|33.0|19.0|53.6|36.4|45.0|61.4|431.0|915.0|36.0|109.0|2.0|46.0|1.0|33.0|0.119|0.151|0.141|0.292|-17.0|222.0|209.0|3.36|110.0|1.259|612.0|527.0|17.0|3839.1|3635.0|290.0|1198.0|2556.0|*1|False|1
736|Mike Jorgensen|4.0|10.0|17.0|9.0|10.4|9.7|53.8|1633.0|3421.0|429.0|833.0|95.0|426.0|58.0|532.0|0.243|0.347|0.373|0.72|101.0||||||||| |||||*3*H798/D|False|1
737|Burt Hooton|41.0|22.0|15.0|35.6|29.8|32.7|61.4|452.0|748.0|42.0|92.0|4.0|49.0|0.0|44.0|0.123|0.173|0.163|0.336|-6.0|151.0|136.0|3.38|108.0|1.243|480.0|377.0|7.0|2652.0|2497.0|193.0|799.0|1491.0|*1/H|False|1
738|Richie Hebner|12.0|19.0|18.0|32.9|23.3|28.1|55.7|1908.0|6144.0|865.0|1694.0|203.0|890.0|38.0|687.0|0.276|0.352|0.438|0.79|119.0||||||||| |||||*5*3HD/974|False|1
739|John Lowenstein|7.0|13.0|16.0|9.9|12.2|11.1|53.4|1368.0|3476.0|510.0|881.0|116.0|441.0|128.0|446.0|0.253|0.337|0.403|0.741|108.0||||||||| |||||*7*H9D548/36|False|1
740|Mike Hargrove|14.0|19.0|12.0|30.4|24.3|27.4|53.8|1666.0|5564.0|783.0|1614.0|80.0|686.0|24.0|965.0|0.29|0.396|0.391|0.787|121.0||||||||| |||||*37HD|False|1
741|Ellis Valentine|5.0|9.0|10.0|17.1|17.4|17.2|56.7|894.0|3166.0|380.0|881.0|123.0|474.0|59.0|180.0|0.278|0.315|0.458|0.773|113.0||||||||| |||||*98H/7D|False|1
742|Jeff Burroughs|35.0|19.0|16.0|17.7|16.4|17.1|56.7|1689.0|5536.0|720.0|1443.0|240.0|882.0|16.0|831.0|0.261|0.355|0.439|0.795|121.0||||||||| |||||*9*7DH/3|False|1
743|John Wathan|3.0|3.0|10.0|4.9|7.6|6.3|44.2|860.0|2505.0|305.0|656.0|21.0|261.0|105.0|199.0|0.262|0.318|0.343|0.661|83.0||||||||| |||||*23H9/7D|False|1
744|Pat Zachry|10.0|6.0|10.0|10.7|10.5|10.6|61.4|293.0|318.0|9.0|36.0|0.0|6.0|0.0|14.0|0.113|0.15|0.113|0.263|-25.0|69.0|67.0|3.52|102.0|1.395|293.0|154.0|3.0|1177.1|1147.0|88.0|495.0|669.0|1|False|1
745|Geoff Zahn|5.0|7.0|13.0|20.3|20.7|20.5|61.4|48.0|43.0|3.0|6.0|0.0|1.0|0.0|0.0|0.14|0.14|0.14|0.279|-21.0|111.0|109.0|3.74|107.0|1.354|304.0|270.0|1.0|1849.0|1978.0|149.0|526.0|705.0|*1|False|1
746|Bruce Kison|11.0|15.0|15.0|15.1|13.2|14.2|61.4|263.0|404.0|31.0|66.0|3.0|31.0|2.0|16.0|0.163|0.2|0.248|0.448|24.0|115.0|88.0|3.66|102.0|1.301|380.0|246.0|12.0|1809.2|1693.0|150.0|662.0|1073.0|*1/H|False|1
747|Steve Rogers|48.0|23.0|13.0|44.7|36.8|40.8|61.4|406.0|881.0|47.0|122.0|0.0|39.0|1.0|61.0|0.138|0.195|0.152|0.347|-2.0|158.0|152.0|3.17|116.0|1.232|399.0|393.0|2.0|2837.2|2619.0|151.0|876.0|1621.0|*1/H|False|1
748|Art Howe|0.0|5.0|11.0|13.8|14.3|14.1|55.7|891.0|2626.0|268.0|682.0|43.0|293.0|10.0|275.0|0.26|0.329|0.379|0.708|103.0||||||||| |||||*54H3/6|False|1
749|Larry Gura|25.0|17.0|16.0|21.4|20.6|21.0|61.4|62.0|33.0|1.0|3.0|0.0|1.0|0.0|2.0|0.091|0.143|0.091|0.234|-36.0|126.0|97.0|3.76|106.0|1.28|403.0|261.0|14.0|2047.0|2020.0|204.0|600.0|801.0|*1/HD|False|1
750|Oscar Gamble|8.0|17.0|17.0|22.9|20.1|21.5|56.7|1584.0|4502.0|656.0|1195.0|200.0|666.0|47.0|610.0|0.265|0.356|0.454|0.811|127.0||||||||| |||||*D*9*H78/3|False|1
751|Rich Dauer|8.0|12.0|10.0|14.4|14.2|14.3|57.1|1140.0|3829.0|448.0|984.0|43.0|372.0|6.0|297.0|0.257|0.31|0.343|0.653|83.0||||||||| |||||*45H/D3|False|1
752|Al Bumbry|29.0|15.0|14.0|24.5|22.0|23.3|58.1|1496.0|5053.0|778.0|1422.0|54.0|402.0|254.0|471.0|0.281|0.343|0.378|0.721|104.0||||||||| |||||*8*7HD9|False|1
753|Bob Bailor|3.0|1.0|11.0|8.9|9.1|9.0|55.4|954.0|2937.0|339.0|775.0|9.0|222.0|90.0|187.0|0.264|0.31|0.325|0.636|77.0|0.0|0.0|7.71|65.0|2.143|3.0|0.0|0.0|2.1|4.0|0.0|1.0|0.0|9645H87/D1|False|1
754|Tom Seaver|244.0|66.0|20.0|109.9|59.3|84.6|61.4|582.0|1315.0|99.0|202.0|12.0|86.0|4.0|108.0|0.154|0.219|0.21|0.429|22.0|311.0|205.0|2.86|127.0|1.121|656.0|647.0|1.0|4783.0|3971.0|380.0|1390.0|3640.0|*1/H|True|1
755|Tony Perez|81.0|41.0|23.0|54.0|36.5|45.2|53.8|2777.0|9778.0|1272.0|2732.0|379.0|1652.0|49.0|925.0|0.279|0.341|0.463|0.804|122.0||||||||| |||||*3*5HD/4|True|9
756|Pete Rose|311.0|55.0|24.0|79.6|44.9|62.3|53.4|3562.0|14053.0|2165.0|4256.0|160.0|1314.0|198.0|1566.0|0.303|0.375|0.409|0.784|118.0||||||||| |||||*3*7*5*4*9H8|False|3
757|George Foster|92.0|27.0|18.0|44.1|36.8|40.5|53.4|1977.0|7023.0|986.0|1925.0|348.0|1239.0|51.0|666.0|0.274|0.338|0.48|0.818|126.0||||||||| |||||*789H/D3|False|4
758|Vida Blue|114.0|35.0|17.0|45.1|38.3|41.7|61.4|273.0|512.0|37.0|53.0|4.0|15.0|0.0|49.0|0.104|0.186|0.145|0.33|-4.0|209.0|161.0|3.27|108.0|1.233|502.0|473.0|2.0|3343.1|2939.0|263.0|1185.0|2175.0|*1/H|False|4
759|Bobby Grich|43.0|32.0|17.0|71.1|46.4|58.7|57.1|2008.0|6890.0|1033.0|1833.0|224.0|864.0|104.0|1087.0|0.266|0.371|0.424|0.794|125.0||||||||| |||||*463H5/D|False|1
760|Dusty Baker|25.0|24.0|19.0|37.0|26.2|31.6|53.4|2039.0|7117.0|964.0|1981.0|242.0|1013.0|137.0|762.0|0.278|0.347|0.432|0.779|116.0||||||||| |||||*7*8*9H3/D|False|1
761|Dave Kingman|49.0|23.0|16.0|17.4|16.0|16.7|53.4|1941.0|6677.0|901.0|1575.0|442.0|1210.0|85.0|608.0|0.236|0.302|0.478|0.78|115.0|0.0|0.0|9.0|47.0|2.25|2.0|0.0|0.0|4.0|3.0|0.0|6.0|4.0|*3*7*DH59/1|False|1
762|Bill Russell|26.0|15.0|18.0|31.4|21.3|26.4|55.4|2181.0|7318.0|796.0|1926.0|46.0|627.0|167.0|483.0|0.263|0.31|0.338|0.648|83.0||||||||| |||||*69H847/5|False|1
763|Steve Yeager|32.0|23.0|15.0|17.9|14.8|16.3|44.2|1269.0|3584.0|357.0|816.0|102.0|410.0|14.0|342.0|0.228|0.298|0.355|0.653|83.0||||||||| |||||*2H|False|1
764|Cesar Cedeno|43.0|28.0|17.0|52.9|41.4|47.1|58.1|2006.0|7310.0|1084.0|2087.0|199.0|976.0|550.0|664.0|0.285|0.347|0.443|0.79|123.0||||||||| |||||*8397H|False|1
765|Dennis Leonard|39.0|21.0|12.0|25.7|24.0|24.8|61.4|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||||||144.0|106.0|3.7|107.0|1.262|312.0|302.0|1.0|2187.0|2137.0|202.0|622.0|1323.0|*1/D|False|1
766|Toby Harrah|21.0|33.0|17.0|51.5|35.4|43.5|55.7|2155.0|7402.0|1115.0|1954.0|195.0|918.0|238.0|1153.0|0.264|0.365|0.395|0.76|114.0||||||||| |||||*5*64H/D9|False|1
767|Ben Oglivie|32.0|18.0|16.0|26.4|23.4|24.9|53.4|1754.0|5913.0|784.0|1615.0|235.0|901.0|87.0|560.0|0.273|0.336|0.45|0.786|118.0||||||||| |||||*7*9HD3/8|False|1
768|Garry Maddox|25.0|16.0|15.0|36.8|30.4|33.6|58.1|1749.0|6331.0|777.0|1802.0|117.0|754.0|248.0|323.0|0.285|0.32|0.413|0.733|101.0||||||||| |||||*8H/79|False|1
769|Gorman Thomas|35.0|16.0|13.0|19.8|21.4|20.6|58.1|1436.0|4677.0|681.0|1051.0|268.0|782.0|50.0|697.0|0.225|0.324|0.448|0.772|114.0||||||||| |||||*8D9H7/35|False|1
770|Ken Forsch|9.0|14.0|16.0|26.0|21.1|23.5|61.4|421.0|383.0|16.0|52.0|0.0|17.0|1.0|16.0|0.136|0.17|0.151|0.322|-7.0|114.0|113.0|3.37|106.0|1.249|521.0|241.0|51.0|2127.1|2071.0|155.0|586.0|1047.0|*1|False|1
771|Pete Vuckovich|24.0|12.0|11.0|16.4|17.1|16.8|61.4|111.0|208.0|15.0|33.0|0.0|13.0|1.0|3.0|0.159|0.169|0.192|0.361|-1.0|93.0|69.0|3.66|104.0|1.374|286.0|186.0|10.0|1455.1|1454.0|107.0|545.0|882.0|1|False|1
772|John Denny|25.0|13.0|13.0|32.2|29.6|30.9|61.4|270.0|570.0|44.0|97.0|0.0|29.0|9.0|19.0|0.17|0.197|0.193|0.39|9.0|123.0|108.0|3.59|105.0|1.336|325.0|322.0|0.0|2148.2|2093.0|137.0|778.0|1146.0|*1/H|False|1
773|Reggie Jackson|171.0|54.0|21.0|74.0|46.8|60.4|56.7|2820.0|9864.0|1551.0|2584.0|563.0|1702.0|228.0|1375.0|0.262|0.356|0.49|0.846|139.0||||||||| |||||*9*D8H/7|True|1
774|Phil Niekro|157.0|52.0|24.0|95.9|54.3|75.1|61.4|742.0|1537.0|80.0|260.0|7.0|109.0|0.0|17.0|0.169|0.183|0.211|0.395|8.0|318.0|274.0|3.35|115.0|1.268|864.0|716.0|29.0|5404.0|5044.0|482.0|1809.0|3342.0|*1/H|True|5
775|Steve Garvey|131.0|32.0|19.0|38.0|28.7|33.3|53.8|2332.0|8835.0|1143.0|2599.0|272.0|1308.0|83.0|479.0|0.294|0.329|0.446|0.775|117.0||||||||| |||||*35H/749|False|15
776|Bill Madlock|69.0|31.0|15.0|38.2|28.4|33.3|55.7|1806.0|6594.0|920.0|2008.0|163.0|860.0|174.0|605.0|0.305|0.365|0.442|0.807|123.0||||||||| |||||*54HD3|False|1
777|Ron Cey|36.0|29.0|17.0|53.8|37.0|45.4|55.7|2073.0|7162.0|977.0|1868.0|316.0|1139.0|24.0|1012.0|0.261|0.354|0.445|0.799|121.0||||||||| |||||*5HD/3|False|1
778|Davey Lopes|33.0|26.0|16.0|42.4|30.2|36.3|57.1|1812.0|6354.0|1023.0|1671.0|155.0|614.0|557.0|833.0|0.263|0.349|0.388|0.737|107.0||||||||| |||||*4H8795/D6|False|1
779|Doug DeCinces|13.0|20.0|15.0|41.7|31.4|36.5|55.7|1649.0|5809.0|778.0|1505.0|237.0|879.0|58.0|618.0|0.259|0.329|0.445|0.774|115.0||||||||| |||||*5H4/D367|False|1
780|Andre Thornton|18.0|19.0|14.0|24.1|23.2|23.7|53.8|1565.0|5291.0|792.0|1342.0|253.0|895.0|48.0|876.0|0.254|0.36|0.452|0.811|123.0||||||||| |||||*D*3H/95|False|1
781|Bill Campbell|29.0|11.0|15.0|12.4|13.2|12.8|32.5|264.0|26.0|2.0|4.0|0.0|2.0|0.0|4.0|0.154|0.267|0.154|0.421|19.0|83.0|68.0|3.54|111.0|1.329|700.0|9.0|126.0|1229.1|1139.0|82.0|495.0|864.0|*1|False|1
782|Gary Matthews|20.0|29.0|16.0|30.4|22.3|26.3|53.4|2033.0|7147.0|1083.0|2011.0|234.0|978.0|183.0|940.0|0.281|0.364|0.439|0.802|118.0||||||||| |||||*7*9HD|False|1
783|Hal McRae|49.0|24.0|19.0|27.9|24.2|26.1|53.4|2084.0|7218.0|940.0|2091.0|191.0|1097.0|109.0|648.0|0.29|0.351|0.454|0.805|123.0||||||||| |||||*D*7H98/54|False|1
784|Cecil Cooper|96.0|28.0|17.0|36.0|30.0|33.0|53.8|1896.0|7349.0|1012.0|2192.0|241.0|1125.0|89.0|448.0|0.298|0.337|0.466|0.803|121.0||||||||| |||||*3*DH|False|1
785|Darrell Porter|63.0|31.0|17.0|40.9|29.1|35.0|44.2|1782.0|5539.0|765.0|1369.0|188.0|826.0|39.0|905.0|0.247|0.354|0.409|0.763|113.0||||||||| |||||*2HD/3|False|1
786|Rick Burleson|20.0|17.0|13.0|22.9|21.3|22.1|55.4|1346.0|5139.0|656.0|1401.0|50.0|449.0|72.0|420.0|0.273|0.328|0.361|0.689|87.0||||||||| |||||*64DH/5|False|1
787|Steve Carlton|266.0|58.0|24.0|90.2|54.3|72.2|61.4|699.0|1719.0|123.0|346.0|13.0|140.0|2.0|41.0|0.201|0.223|0.259|0.482|33.0|329.0|244.0|3.22|115.0|1.247|741.0|709.0|2.0|5217.2|4672.0|414.0|1833.0|4136.0|*1/H|True|1
788|Don Sutton|149.0|58.0|23.0|66.7|33.9|50.3|61.4|611.0|1354.0|64.0|195.0|0.0|64.0|1.0|60.0|0.144|0.183|0.157|0.34|-2.0|324.0|256.0|3.26|108.0|1.142|774.0|756.0|5.0|5282.1|4692.0|472.0|1343.0|3574.0|*1/H|True|5
789|Bruce Sutter|79.0|17.0|12.0|24.0|24.3|24.2|32.5|661.0|102.0|6.0|9.0|0.0|6.0|1.0|7.0|0.088|0.153|0.088|0.241|-33.0|68.0|71.0|2.83|136.0|1.14|661.0|0.0|300.0|1042.0|879.0|77.0|309.0|861.0|*1|True|13
790|Graig Nettles|63.0|31.0|22.0|68.0|42.4|55.2|55.7|2700.0|8986.0|1193.0|2225.0|390.0|1314.0|32.0|1088.0|0.248|0.329|0.421|0.75|110.0||||||||| |||||*5H7/39D68|False|4
791|Dave Concepcion|107.0|29.0|19.0|40.1|29.9|35.0|55.4|2488.0|8723.0|993.0|2326.0|101.0|950.0|321.0|736.0|0.267|0.322|0.357|0.679|88.0|0.0|0.0|0.0||1.5|1.0|0.0|0.0|1.1|2.0|0.0|0.0|1.0|*6H453/81|False|15
792|Ron Guidry|107.0|38.0|14.0|47.8|38.0|42.9|61.4|14.0|0.0|4.0|0.0|0.0|0.0|0.0|0.0||||||170.0|91.0|3.29|119.0|1.184|368.0|323.0|4.0|2392.0|2198.0|226.0|633.0|1778.0|*1/H8|False|9
793|Ted Simmons|125.0|44.0|21.0|50.3|34.8|42.6|44.2|2456.0|8680.0|1074.0|2472.0|248.0|1389.0|21.0|855.0|0.285|0.348|0.437|0.785|118.0||||||||| |||||*2DH37/59|False|1
794|Don Baylor|44.0|30.0|19.0|28.5|21.6|25.1|53.4|2292.0|8198.0|1236.0|2135.0|338.0|1276.0|285.0|805.0|0.26|0.342|0.436|0.777|118.0||||||||| |||||*D*793H8|False|2
795|Joe Niekro|47.0|26.0|22.0|29.7|21.7|25.7|61.4|646.0|973.0|55.0|152.0|1.0|72.0|1.0|38.0|0.156|0.188|0.188|0.376|8.0|221.0|204.0|3.59|98.0|1.319|702.0|500.0|16.0|3584.1|3466.0|276.0|1262.0|1747.0|*1/H|False|1
796|Larry Parrish|22.0|18.0|15.0|15.6|15.8|15.7|55.7|1891.0|6792.0|850.0|1789.0|256.0|992.0|30.0|529.0|0.263|0.318|0.439|0.757|107.0||||||||| |||||*5*9*DH3/746|False|1
797|Phil Garner|17.0|17.0|16.0|29.7|23.4|26.6|57.1|1860.0|6136.0|780.0|1594.0|109.0|738.0|225.0|564.0|0.26|0.323|0.389|0.711|99.0||||||||| |||||*4*5H6/D|False|1
798|Jose Cruz|28.0|28.0|19.0|54.4|36.3|45.4|53.4|2353.0|7917.0|1036.0|2251.0|165.0|1077.0|317.0|898.0|0.284|0.354|0.42|0.774|120.0||||||||| |||||*7*98H/D3|False|1
799|Ray Knight|20.0|9.0|13.0|13.3|15.9|14.6|55.7|1495.0|4829.0|490.0|1311.0|84.0|595.0|14.0|343.0|0.271|0.321|0.39|0.711|99.0||||||||| |||||*5*3HD/4769|False|1
800|Scott McGregor|37.0|16.0|13.0|20.2|20.3|20.3|61.4|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||||||138.0|108.0|3.99|98.0|1.291|356.0|309.0|5.0|2140.2|2245.0|235.0|518.0|904.0|*1/D|False|1
801|Bob Horner|16.0|22.0|10.0|21.8|19.1|20.5|55.7|1020.0|3777.0|560.0|1047.0|218.0|685.0|14.0|369.0|0.277|0.34|0.499|0.839|127.0||||||||| |||||*5*3/H|False|1
802|George Hendrick|31.0|23.0|18.0|29.1|24.1|26.6|58.1|2048.0|7129.0|941.0|1980.0|267.0|1111.0|59.0|567.0|0.278|0.329|0.446|0.775|117.0||||||||| |||||*9*87H3/D|False|1
803|Mario Soto|27.0|15.0|12.0|25.7|27.0|26.4|61.4|303.0|530.0|32.0|70.0|1.0|24.0|0.0|11.0|0.132|0.152|0.166|0.318|-12.0|100.0|92.0|3.47|108.0|1.186|297.0|224.0|4.0|1730.1|1395.0|172.0|657.0|1449.0|1/H|False|1
804|Chris Chambliss|16.0|15.0|17.0|27.5|20.5|24.0|53.8|2175.0|7571.0|912.0|2109.0|185.0|972.0|40.0|632.0|0.279|0.334|0.415|0.749|109.0||||||||| |||||*3H/D|False|1
805|Mike Schmidt|250.0|56.0|18.0|106.8|58.8|82.8|55.7|2404.0|8352.0|1506.0|2234.0|548.0|1595.0|174.0|1507.0|0.267|0.38|0.527|0.908|148.0||||||||| |||||*53H/64|True|1
806|Jim Rice|147.0|43.0|16.0|47.7|36.4|42.1|53.4|2089.0|8225.0|1249.0|2452.0|382.0|1451.0|58.0|670.0|0.298|0.352|0.502|0.854|128.0||||||||| |||||*7*D9/H8|True|15
807|Tommy John|112.0|44.0|26.0|61.6|34.6|48.1|61.4|452.0|900.0|43.0|141.0|5.0|54.0|0.0|33.0|0.157|0.187|0.188|0.375|7.0|288.0|231.0|3.34|111.0|1.283|760.0|700.0|3.0|4710.1|4783.0|302.0|1259.0|2245.0|*1/H|False|15
808|Darrell Evans|42.0|40.0|21.0|58.8|37.3|48.0|55.7|2687.0|8973.0|1344.0|2223.0|414.0|1354.0|98.0|1605.0|0.248|0.361|0.431|0.792|119.0||||||||| |||||*5*3DH7/6|False|1
809|Buddy Bell|67.0|30.0|18.0|66.3|40.5|53.4|55.7|2405.0|8995.0|1151.0|2514.0|201.0|1106.0|55.0|836.0|0.279|0.341|0.406|0.747|109.0||||||||| |||||*598H6/D374|False|1
810|Kent Tekulve|52.0|14.0|16.0|25.5|19.3|22.4|32.5|1050.0|121.0|8.0|10.0|0.0|2.0|0.0|6.0|0.083|0.126|0.083|0.209|-41.0|94.0|90.0|2.85|132.0|1.25|1050.0|0.0|184.0|1436.2|1305.0|63.0|491.0|779.0|*1/7H|False|1
811|Bob Forsch|33.0|20.0|16.0|24.6|22.1|23.4|61.4|509.0|893.0|77.0|190.0|12.0|84.0|3.0|27.0|0.213|0.235|0.321|0.557|53.0|168.0|136.0|3.76|98.0|1.291|498.0|422.0|3.0|2794.2|2777.0|216.0|832.0|1133.0|*1/H|False|1
812|Willie Hernandez|48.0|13.0|13.0|16.7|15.9|16.3|32.5|396.0|63.0|4.0|13.0|0.0|3.0|2.0|1.0|0.206|0.219|0.238|0.457|23.0|70.0|63.0|3.38|119.0|1.245|744.0|11.0|147.0|1044.2|952.0|97.0|349.0|788.0|*1/H|False|1
813|Chris Speier|26.0|19.0|19.0|30.6|22.5|26.6|55.4|2260.0|7156.0|770.0|1759.0|112.0|720.0|42.0|847.0|0.246|0.327|0.349|0.676|88.0||||||||| |||||*65H4/3|False|1
814|Jim Sundberg|87.0|24.0|16.0|40.5|28.7|34.6|44.2|1962.0|6021.0|621.0|1493.0|95.0|624.0|20.0|699.0|0.248|0.327|0.348|0.674|90.0||||||||| |||||*2H/7D|False|1
